p,t,m,seed,num_bags,duplicate_bags,total_weight,total_value,fitness
106,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
107,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
108,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
109,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
110,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
111,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
112,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
113,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
114,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
115,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
116,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
117,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
118,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
119,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
120,109,11,17,374,62,False,283.60000000000014,4043.0,1.8634601428945503
121,165,11,18,802,66,False,285.0,4078.0,1.874591329068941
122,116,16,12,649,59,False,283.8000000000002,3968.0,1.8508356712677223
123,127,20,8,588,61,False,283.20000000000016,3809.0,1.6704788089627058
124,123,43,16,202,57,False,283.1000000000001,3718.0,1.6539587775408675
125,200,39,16,576,56,False,282.2000000000002,3252.0,1.5680005985112042
126,102,2,4,774,63,False,282.90000000000003,4209.0,1.8904993827853216
127,117,32,16,16,61,False,283.7000000000002,3794.0,1.6695679497250597
128,77,26,2,468,57,False,277.40000000000015,3780.0,1.64497512437811
129,113,24,13,921,56,False,281.5000000000002,3362.0,1.585089589645757
130,29,5,14,165,60,False,283.40000000000015,3805.0,1.670469831294655
131,76,46,20,85,53,False,276.0000000000001,3283.0,1.5517543859649128
132,89,48,19,627,60,False,282.4000000000002,3521.0,1.6164990835297206
133,158,9,11,751,59,False,283.5000000000002,4017.0,1.8584895073504666
134,147,32,19,381,54,False,279.9000000000002,3323.0,1.5725459170313851
135,194,18,14,642,60,False,284.10000000000014,3732.0,1.6599551116597469
136,190,3,14,895,64,False,284.6,4210.0,1.8966419780795274
137,192,6,5,258,65,False,284.60000000000014,4261.0,1.9057038117682272
138,129,3,18,836,66,False,283.8,4263.0,1.9032521602513748
139,64,40,2,973,52,False,283.7000000000001,3019.0,1.5318636142595299
140,29,30,5,512,54,False,282.40000000000015,3213.0,1.5617727153705165
141,133,10,1,735,60,False,283.60000000000014,3926.0,1.692671230314593
142,90,35,20,169,60,False,283.50000000000017,3759.0,1.6626472898664577
143,126,15,7,942,55,False,284.0000000000003,3546.0,1.6265551939550378
144,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
145,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
146,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
147,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
148,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
149,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
150,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
151,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
152,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
153,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
154,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
155,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
156,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
157,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
158,109,11,17,374,62,False,283.60000000000014,4043.0,1.8634601428945503
159,165,11,18,802,66,False,285.0,4078.0,1.874591329068941
160,116,16,12,649,59,False,283.8000000000002,3968.0,1.8508356712677223
161,127,20,8,588,61,False,283.20000000000016,3809.0,1.6704788089627058
162,123,43,16,202,57,False,283.1000000000001,3718.0,1.6539587775408675
163,200,39,16,576,56,False,282.2000000000002,3252.0,1.5680005985112042
164,102,2,4,774,63,False,282.90000000000003,4209.0,1.8904993827853216
165,117,32,16,16,61,False,283.7000000000002,3794.0,1.6695679497250597
166,77,26,2,468,57,False,277.40000000000015,3780.0,1.64497512437811
167,113,24,13,921,56,False,281.5000000000002,3362.0,1.585089589645757
168,29,5,14,165,60,False,283.40000000000015,3805.0,1.670469831294655
169,76,46,20,85,53,False,276.0000000000001,3283.0,1.5517543859649128
170,89,48,19,627,60,False,282.4000000000002,3521.0,1.6164990835297206
171,158,9,11,751,59,False,283.5000000000002,4017.0,1.8584895073504666
172,147,32,19,381,54,False,279.9000000000002,3323.0,1.5725459170313851
173,194,18,14,642,60,False,284.10000000000014,3732.0,1.6599551116597469
174,190,3,14,895,64,False,284.6,4210.0,1.8966419780795274
175,192,6,5,258,65,False,284.60000000000014,4261.0,1.9057038117682272
176,129,3,18,836,66,False,283.8,4263.0,1.9032521602513748
177,64,40,2,973,52,False,283.7000000000001,3019.0,1.5318636142595299
178,29,30,5,512,54,False,282.40000000000015,3213.0,1.5617727153705165
179,133,10,1,735,60,False,283.60000000000014,3926.0,1.692671230314593
180,90,35,20,169,60,False,283.50000000000017,3759.0,1.6626472898664577
181,126,15,7,942,55,False,284.0000000000003,3546.0,1.6265551939550378
182,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
183,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
184,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
185,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
186,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
187,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
188,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
189,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
190,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
191,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
192,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
193,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
194,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
195,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
196,109,11,17,374,62,False,283.60000000000014,4043.0,1.8634601428945503
197,165,11,18,802,66,False,285.0,4078.0,1.874591329068941
198,116,16,12,649,59,False,283.8000000000002,3968.0,1.8508356712677223
199,127,20,8,588,61,False,283.20000000000016,3809.0,1.6704788089627058
200,123,43,16,202,57,False,283.1000000000001,3718.0,1.6539587775408675
201,200,39,16,576,56,False,282.2000000000002,3252.0,1.5680005985112042
202,102,2,4,774,63,False,282.90000000000003,4209.0,1.8904993827853216
203,117,32,16,16,61,False,283.7000000000002,3794.0,1.6695679497250597
204,77,26,2,468,57,False,277.40000000000015,3780.0,1.64497512437811
205,113,24,13,921,56,False,281.5000000000002,3362.0,1.585089589645757
206,29,5,14,165,60,False,283.40000000000015,3805.0,1.670469831294655
207,76,46,20,85,53,False,276.0000000000001,3283.0,1.5517543859649128
208,89,48,19,627,60,False,282.4000000000002,3521.0,1.6164990835297206
209,158,9,11,751,59,False,283.5000000000002,4017.0,1.8584895073504666
210,147,32,19,381,54,False,279.9000000000002,3323.0,1.5725459170313851
211,194,18,14,642,60,False,284.10000000000014,3732.0,1.6599551116597469
212,190,3,14,895,64,False,284.6,4210.0,1.8966419780795274
213,192,6,5,258,65,False,284.60000000000014,4261.0,1.9057038117682272
214,129,3,18,836,66,False,283.8,4263.0,1.9032521602513748
215,64,40,2,973,52,False,283.7000000000001,3019.0,1.5318636142595299
216,29,30,5,512,54,False,282.40000000000015,3213.0,1.5617727153705165
217,133,10,1,735,60,False,283.60000000000014,3926.0,1.692671230314593
218,90,35,20,169,60,False,283.50000000000017,3759.0,1.6626472898664577
219,126,15,7,942,55,False,284.0000000000003,3546.0,1.6265551939550378
220,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
221,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
222,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
223,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
224,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
225,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
226,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
227,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
228,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
229,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
230,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
231,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
232,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
233,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
234,109,11,17,374,62,False,283.60000000000014,4043.0,1.8634601428945503
235,165,11,18,802,66,False,285.0,4078.0,1.874591329068941
236,116,16,12,649,59,False,283.8000000000002,3968.0,1.8508356712677223
237,127,20,8,588,61,False,283.20000000000016,3809.0,1.6704788089627058
238,123,43,16,202,57,False,283.1000000000001,3718.0,1.6539587775408675
239,200,39,16,576,56,False,282.2000000000002,3252.0,1.5680005985112042
240,102,2,4,774,63,False,282.90000000000003,4209.0,1.8904993827853216
241,117,32,16,16,61,False,283.7000000000002,3794.0,1.6695679497250597
242,77,26,2,468,57,False,277.40000000000015,3780.0,1.64497512437811
243,113,24,13,921,56,False,281.5000000000002,3362.0,1.585089589645757
244,29,5,14,165,60,False,283.40000000000015,3805.0,1.670469831294655
245,76,46,20,85,53,False,276.0000000000001,3283.0,1.5517543859649128
246,89,48,19,627,60,False,282.4000000000002,3521.0,1.6164990835297206
247,158,9,11,751,59,False,283.5000000000002,4017.0,1.8584895073504666
248,147,32,19,381,54,False,279.9000000000002,3323.0,1.5725459170313851
249,194,18,14,642,60,False,284.10000000000014,3732.0,1.6599551116597469
250,190,3,14,895,64,False,284.6,4210.0,1.8966419780795274
251,192,6,5,258,65,False,284.60000000000014,4261.0,1.9057038117682272
252,129,3,18,836,66,False,283.8,4263.0,1.9032521602513748
253,64,40,2,973,52,False,283.7000000000001,3019.0,1.5318636142595299
254,29,30,5,512,54,False,282.40000000000015,3213.0,1.5617727153705165
255,133,10,1,735,60,False,283.60000000000014,3926.0,1.692671230314593
256,90,35,20,169,60,False,283.50000000000017,3759.0,1.6626472898664577
257,126,15,7,942,55,False,284.0000000000003,3546.0,1.6265551939550378
258,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
259,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
260,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
261,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
262,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
263,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
264,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
265,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
266,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
267,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
268,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
269,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
270,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
271,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
272,109,11,17,374,62,False,283.60000000000014,4043.0,1.8634601428945503
273,165,11,18,802,66,False,285.0,4078.0,1.874591329068941
274,116,16,12,649,59,False,283.8000000000002,3968.0,1.8508356712677223
275,127,20,8,588,61,False,283.20000000000016,3809.0,1.6704788089627058
276,123,43,16,202,57,False,283.1000000000001,3718.0,1.6539587775408675
277,200,39,16,576,56,False,282.2000000000002,3252.0,1.5680005985112042
278,102,2,4,774,63,False,282.90000000000003,4209.0,1.8904993827853216
279,117,32,16,16,61,False,283.7000000000002,3794.0,1.6695679497250597
280,77,26,2,468,57,False,277.40000000000015,3780.0,1.64497512437811
281,113,24,13,921,56,False,281.5000000000002,3362.0,1.585089589645757
282,29,5,14,165,60,False,283.40000000000015,3805.0,1.670469831294655
283,76,46,20,85,53,False,276.0000000000001,3283.0,1.5517543859649128
284,89,48,19,627,60,False,282.4000000000002,3521.0,1.6164990835297206
285,158,9,11,751,59,False,283.5000000000002,4017.0,1.8584895073504666
286,147,32,19,381,54,False,279.9000000000002,3323.0,1.5725459170313851
287,194,18,14,642,60,False,284.10000000000014,3732.0,1.6599551116597469
288,190,3,14,895,64,False,284.6,4210.0,1.8966419780795274
289,192,6,5,258,65,False,284.60000000000014,4261.0,1.9057038117682272
290,129,3,18,836,66,False,283.8,4263.0,1.9032521602513748
291,64,40,2,973,52,False,283.7000000000001,3019.0,1.5318636142595299
292,29,30,5,512,54,False,282.40000000000015,3213.0,1.5617727153705165
293,133,10,1,735,60,False,283.60000000000014,3926.0,1.692671230314593
294,90,35,20,169,60,False,283.50000000000017,3759.0,1.6626472898664577
295,126,15,7,942,55,False,284.0000000000003,3546.0,1.6265551939550378
296,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
297,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
298,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
299,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
300,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
301,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
302,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
303,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
304,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
305,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
306,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
307,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
308,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
309,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
310,109,11,17,374,62,False,283.60000000000014,4043.0,1.8634601428945503
311,165,11,18,802,66,False,285.0,4078.0,1.874591329068941
312,116,16,12,649,59,False,283.8000000000002,3968.0,1.8508356712677223
313,127,20,8,588,61,False,283.20000000000016,3809.0,1.6704788089627058
314,123,43,16,202,57,False,283.1000000000001,3718.0,1.6539587775408675
315,200,39,16,576,56,False,282.2000000000002,3252.0,1.5680005985112042
316,102,2,4,774,63,False,282.90000000000003,4209.0,1.8904993827853216
317,117,32,16,16,61,False,283.7000000000002,3794.0,1.6695679497250597
318,77,26,2,468,57,False,277.40000000000015,3780.0,1.64497512437811
319,113,24,13,921,56,False,281.5000000000002,3362.0,1.585089589645757
320,29,5,14,165,60,False,283.40000000000015,3805.0,1.670469831294655
321,76,46,20,85,53,False,276.0000000000001,3283.0,1.5517543859649128
322,89,48,19,627,60,False,282.4000000000002,3521.0,1.6164990835297206
323,158,9,11,751,59,False,283.5000000000002,4017.0,1.8584895073504666
324,147,32,19,381,54,False,279.9000000000002,3323.0,1.5725459170313851
325,194,18,14,642,60,False,284.10000000000014,3732.0,1.6599551116597469
326,190,3,14,895,64,False,284.6,4210.0,1.8966419780795274
327,192,6,5,258,65,False,284.60000000000014,4261.0,1.9057038117682272
328,129,3,18,836,66,False,283.8,4263.0,1.9032521602513748
329,64,40,2,973,52,False,283.7000000000001,3019.0,1.5318636142595299
330,29,30,5,512,54,False,282.40000000000015,3213.0,1.5617727153705165
331,133,10,1,735,60,False,283.60000000000014,3926.0,1.692671230314593
332,90,35,20,169,60,False,283.50000000000017,3759.0,1.6626472898664577
333,126,15,7,942,55,False,284.0000000000003,3546.0,1.6265551939550378
334,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
335,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
336,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
337,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
338,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
339,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
340,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
341,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
342,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
343,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
344,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
345,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
346,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
347,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
348,109,11,17,374,62,False,283.60000000000014,4043.0,1.8634601428945503
349,165,11,18,802,66,False,285.0,4078.0,1.874591329068941
350,116,16,12,649,59,False,283.8000000000002,3968.0,1.8508356712677223
351,127,20,8,588,61,False,283.20000000000016,3809.0,1.6704788089627058
352,123,43,16,202,57,False,283.1000000000001,3718.0,1.6539587775408675
353,200,39,16,576,56,False,282.2000000000002,3252.0,1.5680005985112042
354,102,2,4,774,63,False,282.90000000000003,4209.0,1.8904993827853216
355,117,32,16,16,61,False,283.7000000000002,3794.0,1.6695679497250597
356,77,26,2,468,57,False,277.40000000000015,3780.0,1.64497512437811
357,113,24,13,921,56,False,281.5000000000002,3362.0,1.585089589645757
358,29,5,14,165,60,False,283.40000000000015,3805.0,1.670469831294655
359,76,46,20,85,53,False,276.0000000000001,3283.0,1.5517543859649128
360,89,48,19,627,60,False,282.4000000000002,3521.0,1.6164990835297206
361,158,9,11,751,59,False,283.5000000000002,4017.0,1.8584895073504666
362,147,32,19,381,54,False,279.9000000000002,3323.0,1.5725459170313851
363,194,18,14,642,60,False,284.10000000000014,3732.0,1.6599551116597469
364,190,3,14,895,64,False,284.6,4210.0,1.8966419780795274
365,192,6,5,258,65,False,284.60000000000014,4261.0,1.9057038117682272
366,129,3,18,836,66,False,283.8,4263.0,1.9032521602513748
367,64,40,2,973,52,False,283.7000000000001,3019.0,1.5318636142595299
368,29,30,5,512,54,False,282.40000000000015,3213.0,1.5617727153705165
369,133,10,1,735,60,False,283.60000000000014,3926.0,1.692671230314593
370,90,35,20,169,60,False,283.50000000000017,3759.0,1.6626472898664577
371,126,15,7,942,55,False,284.0000000000003,3546.0,1.6265551939550378
372,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
373,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
374,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
375,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
376,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
377,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
378,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
379,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
380,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
381,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
382,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
383,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
384,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
385,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
386,109,11,17,374,62,False,283.60000000000014,4043.0,1.8634601428945503
387,165,11,18,802,66,False,285.0,4078.0,1.874591329068941
388,116,16,12,649,59,False,283.8000000000002,3968.0,1.8508356712677223
389,127,20,8,588,61,False,283.20000000000016,3809.0,1.6704788089627058
390,123,43,16,202,57,False,283.1000000000001,3718.0,1.6539587775408675
391,200,39,16,576,56,False,282.2000000000002,3252.0,1.5680005985112042
392,102,2,4,774,63,False,282.90000000000003,4209.0,1.8904993827853216
